MarkerNum,Atlas_Number,Title,IndexName,Address,City,County,CountyId,Utm_Zone,Utm_East,Utm_North,Code,Year,Rthl,Htc,Loc_Desc,PrivateProperty,ConditionText,Size,MarkerText,HasFiles,HasImages,HasMapLocation,latitude,longitude
6440,5453006440,Hirshfeld House,Hirshfeld House,303 W 9th St.                                                                                                                                                                                           ,Austin,Travis,227,14,620857.0,3349486.0,"houses, residential buildings; Jewish topics; judges; Victorian (architectural term); design and construction; German immigrants/immigration; Eastlake",1962.0,True,False,"303 W. 9th St., Austin",False,In Situ,"27"" x 42""","Henry Hirshfeld (1834-1911), a native of Germany, was a prominent Austin merchant and a leader in the city's Jewish community. In 1873 he and hid wife Jennie (Melasky) built a one-story limestone cottage on the lot west of this site. Because of the financial success and a growing family, they later made plans for a larger home here. Construction of this two-story brick and cut stone house began in 1885 and the family moved in a year after completion. Designed and built by architect John Andrewartha, it features characteristics of Victorian and Eastlake styling. Exterior ornamentation includes a double gallery, a bay, strained glass, ornate woodwork, and intricate limestone detailing. The two-story stick style carriage house was built soon after completion of the main residence. The Hirshfelds had eight children. Two of their son's Jake and Sam, also became merchants and opened separate clothing stores. Jake and his brother Morris served as directors of the Austin National Bank, an institution their father helped establish in 1890. Family members continued to reside here until the death of the Hirshfelds' daughter Leila Hirshfeld Bernheim in 1973. Recorded Texas Historic Landmark - 1962",False,False,True,30.271026741161933,-97.74353806129324
6441,5453006441,Hirshfeld Cottage,Hirshfeld Cottage,305 W 9th St.                                                                                                                                                                                           ,Austin,Travis,227,14,620857.0,3349488.0,"judges; houses, residential buildings; Jewish topics; German immigrants/immigration; markets, merchantiles",1962.0,True,False,"305 W 9th St., Austin",False,In Situ,"27"" x 42""","German native Henry Hirshfeld (1834-1911) migrated to the United States at the age of fifteen. After working with his two uncles in Mobile, Alabama, he moved to Georgetown (28 mi. N), where he enlisted in the Confederate Army. Following his service in the Civil War, Hirshfeld moved to Austin and entered the mercantile business. By 1868, when he married Jennin Melasky, he owned a clothing store and was becoming a prominent businessman of the city. Three years later Governor E. J. Davis appointed him as the first vice president of the newly created State Board of Trade. Active in civic development, Hirshfeld was also as early leader of Austin's Jewish community. He was a founder and the first president of congregation Beth Israel, established in 1876 on the second floor of his Congress Avenue building. Hirshfeld had this one-story stone cottage built for his family in 1873. Construction by Ed Christian, Ferdinand Dohme,and S. Loomis. It features a widow's walk on the roof and jigsaw detailing on the porch. After the family moved to their new residence on the adjacent east lot in 1888, the cottage was maintained as rental property. Recorded Texas Historic Landmark - 1962",False,False,True,30.271044785282132,-97.74353783145295
6452,5453006452,Fischer House,Fischer House,1008 West Ave.                                                                                                                                                                                          ,Austin,Travis,227,14,620014.0,3350097.0,"houses, residential buildings; Italianate; Victorian (architectural term); design and construction",1982.0,True,False,,False,In Situ,"18"" x 28""","Prussian native Joseph Fischer (1826-1889) constructed this home for his family in 1882 with the help of his son Francis. Skilled stonemasons, Joseph and Francis Fischer developed one of Austin's leading masonry contracting businesses of many notable area buildings, including the Texas Capitol. The Fischer house reflects the quality of their craftsmanship in elaborate ornamentation of brick and native limestone. High Victorian, Italiante in design, the home was owned by the family members until 1938. Recorded Texas Historic Landmark - 1982",False,False,True,30.2766230318817,-97.75223063129555
6457,5453006457,Hugh B. Hancock House,"Hancock, Hugh B., House",1717 West Ave.                                                                                                                                                                                          ,Austin,Travis,227,14,620220.0,3350678.0,"houses, residential buildings; African American topics; Russian immigrants/immigration; Victorian (architectural term); German immigrants/immigration",1981.0,True,False,,False,Missing,Medallion & Plate,"Built in 1886, this house was originally located on 7th street in the Robertson Hill area of east Austin. It was constructed for Hugh B. Hancock, a successful black businessman of the city. In 1904 it was sold to german native Charles Frederick Mann, a local railroad engineer, and it remained in his family until 1959. Built in the Victorian style with classical ornamentation, the residence was moved to this location in 1979. Recorded Texas Historic Landmark - 1981",False,False,True,30.281844428122856,-97.75002286004575
6467,5453006467,Lohmans Crossing,Lohmans Crossing,501 Ladin Lane,Lakeway,Travis,227,14,599117.0,3360109.0,roads; German immigrants/immigration; water topics,1985.0,False,False,"From Ladin Lane cul-de-sac west of Strahle Lane, walk west to the historic Liebelt log cabin",False,In Situ,"18"" x 28""","A native of Hanover, Germany, John Henry Lohmans emigrated to Texas in 1842. He settled in Austin where he opened a large dairy farm. In 1867 he moved into this area west of Austin and cleared a farm out of the abundant timberland. Lohmans worked on several road construction projects in the area and privately financed the building of Lohmans Ford Road. Lohmans Crossing Road (.5 mi. W) follows the general path of the early route. Lohmans Ford Road, along with others in the area, was significant in the formation of an early Colorado River crossing network. (1985) ",False,False,True,30.368848545661617,-97.96851519803722
6533,5145006533,Trinity Lutheran Church,Trinity Lutheran Church,                                                                                                                                                                                                        ,Riesel,Falls,73,14,701237.0,3481720.0,Lutheran denomination; churches; German immigrants/immigration,1983.0,False,False,"From Perry, take SH 6 north 1.75 mi. then go east on county road for about 3 mi.",False,In Situ,"27"" x 42""","The first Lutheran worship service in this area of Falls County was conducted in 1882 by a traveling missionary, The Rev. John J. Trinklein. Speaking to a largely German congregation, he encouraged the organization of a Lutheran church. By June 1883 Trinity Lutheran Church was established, and the members had purchased four acres of land and had erected a chapel. Within ten years, growth in membership at the church near Riesel necessitated the construction of a new sanctuary. The building was completed in 1891, only to be destroyed by a tornado the following year. A new church building was dedicated in June 1893. The fellowship now worships in a sanctuary completed in 1937 during the pastorate of the Rev. E. A. Heckmann. Trinity Lutheran Church has been served by numerous pastors, including the Rev. F. Wunderlich, who founded a Christian day school that was operated by the church for more than 80 years. The Rev. H. Studtman served this fellowship form 1904 until 1926, when he was appointed first president of Concordia Lutheran College in Austin. The Rev. Louis Boriack translated the church's constitution from the original German and rewrote it in English during his 1951-56 pastorate. Elements of the church's German heritage are still visible today.",False,False,True,31.452741587648337,-96.88220585688656
6535,5469006535,Beck Ranch Headquarters,Beck Ranch Headquarters,412 Magruder Dr.                                                                                                                                                                                        ,Victoria,Victoria,235,14,694832.0,3192335.0,"ranches/ranching; houses, residential buildings; Greek Revival (Architectural style); German immigrants/immigration",1980.0,True,False,,False,In Situ,Medallion and Plate,"German native Charles (Carl) August Beck (1810-1885) purchased forty acres at this site in 1862. Ten years later he built this Greek Revival home as a wedding gift for his son Charles Theodore Beck (b. 1846). This house served as the headquarters for their cattle ranch which eventually grew to about 25,000 acres. In 1923 it became the center of Arthur Yariger's dairy business and has remained in the Yariger Family since that date. Recorded Texas Historic Landmark - 1980",False,False,True,28.84394687981691,-97.0028804227387
6557,5469006557,Our Lady of Lourdes Catholic Church,Our Lady of Lourdes Catholic Church,105 N William St,Victoria,Victoria,235,14,694822.0,3187417.0,Roman Catholic denomination; German immigrants/immigration; churches,1984.0,False,False,,False,In Situ,"27"" x 42""","In 1872 the Rev. Jean Baptiste Teitien was appointed as an assistant pastor at St. Mary's Catholic Church in Victoria. There he realized the need for a separate parish to serve the area's German-speaking community. He received permission to begin a new church from the Rt. Rev. Anthony Dominic Pellicer, first Bishop of the Diocese of San Antonio, and traveled to his native Germany to collect funds for the construction of a church building. He returned to Victoria with enough money to begin construction, and in 1875 he led the first worship services in the completed building for Our Lady of Lourdes parish. After serving as pastor for sixteen years, Teitien resigned to return to Germany, where he died in 1923. Another minister who served Our Lady of Lourdes was the Rev. F.X. Heck (b. 1864), who succeeded Teitien and left in 1905 to become pastor of St. Mary's Church in Victoria. The original church building was destroyed by fire during the pastorate of the Rev. Lawrence Etschenberg (1870-1946) and was replaced with the current structure in 1924. The history of Our Lady of Lourdes Catholic Church is an important reminder of the cultural heritage of Victoria County. (1984)",False,False,True,28.79958456369368,-97.00382950455082
6564,5469006564,Saint Joseph Catholic Cemetery,Saint Joseph Catholic Cemetery,                                                                                                                                                                                                        ,Inez,Victoria,235,14,715096.0,3199107.0,cemetery; Roman Catholic denomination,1986.0,False,False,"St. Joseph Cemetery Rd., Inez; .25 mi S of US 59 off FM 444",False,In Situ,"27"" x 42""","A Catholic church and cemetery were established after 1873 at Gazeta (then 1.5 mi. W) on one acre of land deeded by parishioner Frank Garvel (1837-1921). In 1889 the congregation moved to the new railroad town of Inez, reconstructed their church building (2 blks. NE), and dedicated it to St. Joseph in 1890. In August, 1892, Frank and Anna Obsta (1838-1912) Garvel conveyed four acres here for a new cemetery, and reclaimed the land in Gazeta. In October that year, English immigrant John Finnegan (1827-1892) became the first burial here. The eleven burials at Gazeta--with the family names of Andre, Garvel, Konrad, Kutchka, Letts, Obsta, Ortiz, Rena, Scherer, and Schrobacher--were transferred here in November that year. Subsequent burials further indicate the diverse backgrounds of settlers in Inez. By the turn of the century, the town hosted immigrants of Anglo, Czech, German, Hispanic, Irish, Italian, Jewish, and Swiss descent. The burial site of Joseph and Mary Adamski Obsta, Polish settlers at Gazeta in 1858, is not known, but 38 of their descendants are buried here. The family of Czech immigrants Alois (1866-1950) and Rozina Cernota (1852-1949) Andres includes 16 burials of more than 400 marked and others unmarked here. Texas Sesquicentennial 1836-1986",False,False,True,28.90179180369347,-96.79399545170493
6565,5469006565,Saint Joseph Catholic Church,Saint Joseph Catholic Church,"FM 444 (Church Street), 0.25 mi. S of US 59                                                                                                                                                             ",Inez,Victoria,235,14,715424.0,3199151.0,churches; Polish immigrants/immigration; Roman Catholic denomination,1986.0,False,False,"FM 444 (Church St.), Inez; .03 mi S. of US 59.",False,In Situ,"27"" x 42""","A group of Polish immigrants from Upper Silesia (Prussian-occupied Poland) moved to this area in 1858, after a brief settlement in Karnes County. Here the prairies could be plowed and oaks could be felled for building shelter. They called their community (then 1.5 mi. W) Gazeta after nearby Garcitas Creek. Traveling priests served the religious needs of the settlers, while marriages, baptisms, and funerals were recorded at St. Mary's Catholic Church in Victoria (14.5 mi. SW). In 1873 Frank Garvel conveyed one acre in Gazeta for a church, which was dedicated to St. Theresa. After 1886, the area's settlement shifted to the town of Inez, established on a new railroad line. In 1889 the Catholic Church acquired three lots here for $40, and the Gazeta church was dismantled and moved to Inez. Lumber dealer Henry C. Koontz directed the reconstruction, and Father Thomas Moczyjemba dedicated the church to St. Joseph in 1890. The first resident pastor, Father Henry Pensick was appointed in 1933, also serving mission churches at La Salle (10.5 mi SE) and Bloomington (19 mi SSW). In 1963 a fire destroyed the frame church building and damaged the rectory. A new brick structure was quickly erected by the congregation and dedicated in 1964. Texas Sesquicentennial 1836-1986",False,False,True,28.902133535920616,-96.79062516694043
6573,5469006573,Trinity Evangelical Lutheran Church,Trinity Evangelical Lutheran Church,106 N. De Leon St.                                                                                                                                                                                      ,Victoria,Victoria,235,14,694999.0,3187258.0,Lutheran denomination; German immigrants/immigration; churches,1981.0,False,False,,False,In Situ,"27"" x 42""","German immigrants of the Victoria area began holding Lutheran worship sevices in private homes as early as the 1840s. The organizational meeting for this church, the first Lutheran congregation in the county, was conducted on December 14, 1851. Under the leadership of the Rev. William Strobel, the members raised funds for the operation of the new parish. In a charter meeting the following year the congregation was formally established as the Evangelical Lutheran Church of Victoria. The name was changed in the 1860s, during the pastorate of the Rev. Ulrich Berner. Active in area service, the church has sponsored missions in the nearby communities of Coletoville, Inez, and Tivoli. In addition, members also supported the Indianola ministry of the Rev. Frederick Flath. Other programs have included a school which closed in 1895, the Ladies Aid Society, now the Lutheran Church Women, and the Lutheran Brotherhood. All worship services were conducted in the German language until 1914 when English was first used on a limited basis. Additional buildings at this site were constructed later for the church, which has remained a significant area institution since the 1850s. (1981) 1981",False,False,True,28.79812344614315,-97.00204421334034
6855,5113006855,William Sachse Cemetery,William Sachse Cemetery,,Garland,Dallas,57,14,722835.0,3650816.0,cemetery; railroadss; pioneers; German immigrants/immigration,1985.0,False,False,"6th and Sachse, on west side of SH 78 in Sachse, 1 mile NE of Garland",False,In Situ,"27"" x 42""","William Sachse, a native of Prussia, arrived in nearby Collin County in 1845 as a Peters colonist. He became a successful businessman, rancher, and trader, and participated in several cattle drives to Kansas. His business successes over time allowed him to acquire more than 5000 acres of land in Collin and Dallas Counties. In 1886, Sachse gave some of this land to the Gulf, Colorado & Santa Fe Railroad for a railway line and townsite. The community that grew up around the railroad was named Sachse in his honor. Sachse moved his family to the new town and soon set aside two acres of land for a church and this cemetery. The graveyard has been used throughout its history as a public burial ground. The oldest marked grave, that of William Sachse, is dated 1899. Sachse's second wife, Martha (Frost), a number of their descendants, as well as many early settlers and their descendants also are buried here. Some of the family names recorded here are Salmon, Herring, Ingram, House, Harper, and Brand. The William Sachse Cemetery, with its ties to early settlement in this part of the state, is an important reminder of the area's heritage. ",False,False,True,32.97298094410705,-96.61560000788674
6856,5113006856,Sacred Heart Catholic Church of Rowlett,Sacred Heart Catholic Church of Rowlett,3905 Hickox Rd.                                                                                                                                                                                         ,Rowlett,Dallas,57,14,727620.0,3646707.0,Roman Catholic denomination; churches; Irish immigrants/immigration,1976.0,False,False,,False,In Situ,"27"" x 42""","Second Catholic church organized in Dallas County, Sacred Heart owes its origins to the devotion of an Irishman, Patrick McEntee (1846 - 1921), who came to Texas in 1874. Farmer and merchant, McEntee helped build the railroad in this area. Tradition holds that services were conducted at his home before this church was built. The parish's first baptism in 1898 was that of his grandchild. McEntee provided the land for Sacred Heart Church and cemetery. Built in 1899, this structure was dedicated in 1900 by Bishop E. J. Dunne. The thirteen stained glass windows were reputedly imported from Germany as memorial tributes. One near the altar was donated by Bishop Dunne. In 1922 parishioners resolved that their building should face the new Bankhead Highway. They turned it around and reset it on the original foundation. The cedars backing the church once stood in front. Ladies of the Altar Society raised the funds for substantial remodeling of the Gothic Revival style edifice in 1955-56. Population loss threatened to close the church, but the membership grew as newcomers settled in the community. Weekly mass is celebrated now for a fellowship which includes descendants of the earliest families. ",False,False,True,32.93496173368307,-96.5654547953366
6873,5113006873,St. Paul's Evangelical and Reformed Church,Saint Paul's Evangelical and Reformed Church,6464 E. Lover's Lane                                                                                                                                                                                    ,Dallas,Dallas,57,15,710517.0,3636917.0,German immigrants/immigration; churches,1989.0,False,False,,False,In Situ,"27"" x 42""","Established on December 1, 1889, this congregation began with five charter members. Led by the Rev. H. Siegfried, the church was organized with the help of Fort Worth pastors Thomas L. Mueller and C.F. Bauman. The congregation was originally named St. Paul's German Evangelical Church and served a predominantly German-speaking membership. A German Presbyterian congregation already in existence in Dallas merged with St. Paul's, and the Presbyterian church building was moved to a site at the corner of Texas and Florence streets to serve the new congregation. The Rev. Mr. Siegfried was succeeded by the Rev. J. Jans in 1893. The Rev. Theophile Tanner led the congregation from 1895 to 1909, and he was succeeded by the Rev. Albert Romanowski, who served until 1935. A new sanctuary was built in 1912 to serve the growing congregation. Worship services were conducted solely in the German language until World War I. The name was changed to St. Paul's Evangelical and Reformed Church in 1934. This site was acquired in 1953, and a new sanctuary was completed in 1957. Instrumental in establishing new congregations in the area, St. Paul's continues to serve the community.",False,False,True,32.85014855563056,-90.75048778004295
6875,5113006875,Site of Sanger Brothers Department Store,Sanger Brothers Department Store,Elm St.                                                                                                                                                                   ,Dallas,Dallas,57,14,705601.0,3629048.0,businesses; commerce; German immigration,1984.0,False,False,"Dallas College, El Centro Campus, A Building, SW corner Elm and N. Lamar streets. Marker faces Elm Street.",False,In Situ,"18"" x 28""","This retail establishment traces its history to 1857, when German native Isaac Sanger opened a small dry goods store in McKinney. Sanger later was joined by his brothers Lehman, Philip, Alex, and Sam. The first store to bear the name Sanger Bros. opened in 1867 in Bryan. New stores were established as the railroad line moved north to Dallas, where the Sangers opened a store in 1872. Sanger Bros. became nationally known for its innovative marketing and merchandising techniques and played a major role in the city's commercial development.  (1984)",False,False,True,32.78015059963137,-96.80473040063228
6909,5113006909,Ursuline Academy,Ursuline Academy,4900 Walnut Hill Lane                                                                                                                                                                                   ,Dallas,Dallas,57,14,703649.0,3640109.0,"women, women's history topics; educational topics; Roman Catholic denomination",1989.0,False,False,,False,In Situ,"27"" x 42""","Bishop Claude Marie Dubuis, wishing to establish a Catholic school in the rapidly-growing area of North Texas, assigned six Galveston-based Ursuline nuns to the task in 1874. In January of that year Bishop Dubuis traveled with the sisters to Dallas and assisted them in opening the school. The first facility available to the new academy was a small four-room frame cottage located near Sacred Heart Church in downtown Dallas. The church's pastor, Father Joseph Martiniere, worked closely with the nuns in establishing the school, which officially opened on February 2, 1874, with seven students. As enrollment grew, plans were made to build a larger facility. In 1884 the school moved out of the downtown area to a new brick building located at Bryan, Haskell, and Live Oak streets. That building served the academy until 1949, when the school relocated to this site. Generations of Dallas girls have attended Ursuline Academy. One of the city's first kindergartens opened as part of the academy's program in 1918. Its grammar school section was discontinued in 1976, and the emphasis after that time was placed on high school education. ",False,False,True,32.880219002596164,-96.82312712659267
6910,5113006910,The Louis Wagner Home,"Wagner, Louis, Home, The",5320 Live Oak,Dallas,Dallas,57,14,709031.0,3632041.0,"houses, residential buildings; German immigrants/immigration; markets, merchantiles",1979.0,True,False,,False,In Situ,Medallion & Plate,"A German immigrant, Louis Wagner (1848 - 1909) became a successful Dallas businessman. In 1884 he and his wife Anna Pretz Wagner built this residence. She was the daughter of Jacob Pretz, an early settler of the Swiss Avenue area. The house was originally located at 2917 Bryan Street. In January 1977 it was moved to this location to save it from demolition. The residence has been restored to a turn-of-the-century appearance. RTHL - 1979",False,False,True,32.80648189877987,-96.76745666631463
7168,5167007168,Julius H. Ruhl Residence,"Ruhl, Julius H., Residence",1428 Sealy                                                                                                                                                                                              ,Galveston,Galveston,84,15,326883.0,3242925.0,"houses, residential buildings; Italianate",1984.0,True,False,,False,In Situ,Medallion & Plate,"A native of Prussia, Julius H. Ruhl came to Galveston in 1872. He served as cashier and clerk for the mercantile firm of Kauffman & Runge until his death in 1882. This home, which Ruhl had constructed in 1874-75, remained in his family until 1962. The residence exhibits Italianate detailing and features a fine, two-story porch with classical colonettes, a bracketed cornice along the roof line, and a central triangular pediment. Recorded Texas Historic Landmark - 1984",False,False,True,29.303456592009343,-94.78246379256485
7169,5167007169,Runge Park,Runge Park,,Santa Fe,Galveston,84,15,294040.0,3251799.0,parks,1974.0,False,False,"8th St. at Jackson, 5 blocks south of SH 6",False,In Situ,"18"" x 28""","Galveston businessman Henry J. Runge (1859-1922), European-educated son of a German immigrant, bought the land and laid out the town of Arcadia in 1890. At that time he donated this site for use as a park. Later the Galveston County Commissioners Court named the park in his honor. First community-wide use of Runge Park was in 1938 for a dairy show that is still held yearly. Enlarged by the purchase of 10 acres in 1957, the grounds provide facilities for many recreational activities as well as the annual Galveston County Fair and Rodeo. ",False,False,True,29.378553820488158,-95.12210615157892
7362,5181007362,Fink,Fink,                                                                                                                                                                                                        ,Pottsboro,Grayson,91,14,714969.0,3742421.0,cities and towns; settlements,1988.0,False,False,3 mi. north of Pottsboro on FM 120 at Georgetown Rd. (FM 406),False,In Situ,"18"" x 28""","A community grew up near Fort Johnson on the Texas Military Road (also known as the Shawnee Trail) in the 1840s. Earlier called Georgetown and Reevesville, the settlement became known as Fink when a post office (500 feet north) was established in 1897 and named for Fiedrick Finke (1858-1920), a German immigrant who had come to Grayson County in 1884. The post office was discontinued in 1908. Never incorporated, Fink was eventually included within the boundaries of Pottsboro. In the 1960s local residents began annual Fink celebrations. ",False,False,True,33.80014513743607,-96.67785034522622
7380,5181007380,Hagerman,Hagerman,Wildlife Rd.                                                                                                                                                                        ,Pottsboro,Grayson,91,14,708060.0,3735741.0,cities and towns; flags,1995.0,False,False,"Hagerman National Wildlife Refuge, 6.3 mi. SW of Pottsboro, N side of Wildlife Rd. 0.1 mi. W of Refuge Rd., 0.3 mi. NW of refuge visitors center.",False,In Situ,"18"" x 28""","In 1904 James Patillo (J. P.) Smith platted streets here in a 10-acre wheat field and established the town of Hagerman. Named for railroad attorney James P. Hagerman, the town consisted of 250 residents, a cotton gin, school, church, post office, railroad depot, and several businesses by 1910. The town prospered and grew to contain three churches and a three-teacher school. However, in the 1920s residents and businesses began to abandon the area when it became known that the creation of Lake Texoma would completely inundate the town. Lake Texoma was created in 1943. Sesquicentennial of Texas Statehood 1845 - 1995",False,False,True,33.74132502022759,-96.75400420688639
7392,5181007392,E. M. Kohl Building,"Kohl, E. M., Building",300 E. Main Ave.                                                                                                                                                                                        ,Denison,Grayson,91,14,728592.0,3737734.0,"inns, hotels, motels",1976.0,True,False,,False,In Situ,Medallion & Plate,"Ernst Martin Kohl (1857-1935), former German Navy captain who came to Denison in 1885, built the first floor of this structure in 1893 to house a grocery store and saloon. He added the top three floors in 1909-11 as his family's residence. In the 1930s, this building became the Traveler's Hotel, drawing business from the nearby railroad district. Purchased in 1968 by Mr. and Mrs. Bud Tucker, it was sold in 1975 to Dr. and Mrs. D. H. Brandt and restored by their sons, Bill, Bob, and Charles. Recorded Texas Historic Landmark - 1975",False,False,True,33.755054263908015,-96.53201943783436
7393,5181007393,Lake Texoma,Lake Texoma,                                                                                                                                                                                                        ,Denison,Grayson,91,14,724675.0,3744419.0,water topics,1967.0,False,False,"FM 1310 / SH 91 in overlook area of Lake Texoma, 4 mi. NW of Denison",False,In Situ,"27"" x 42""","Completed 1944, Texoma is today the second largest lake in Texas and the eleventh largest reservoir in capacity in the United States. Its main purposes are flood control, power generation, and recreation. Lake Texoma was promoted largely through the efforts of Sam Rayburn (1882-1961), noted speaker of the house who represented District 4 in Congress for 49 years. In normal operation, lake shoreline covers 550 miles, with the Red River arm (45 miles) in Texas and the Washita arm (30 miles) in Oklahoma covering 93,080 acres. The waters are impounded by Denison Dam. When Texoma was created, it caused the relocation of railroads, highways, utilities, and cemeteries. The site of Preston, historically the Red River crossing for the Butterfield Stage, was submerged, as were the sites of Hagerman and part of Cedar Mills, Texas. In 1966 numerous recreation areas on Texoma drew 8,500,000 tourists, who could also visit Eisenhower State Park at the southeast end of the lake. The park was named in honor of Dwight D. Eisenhower, the thirty-fourth president of the United States. Texoma is one of more than 200 major inland lakes and reservoirs in Texas which contribute greatly to the economic and industrial growth of the state. ",False,False,True,33.81613167591299,-96.5725755472699
7397,5181007397,Lyon House,Lyon House,716 N. Crockett                                                                                                                                                                                         ,Sherman,Grayson,91,14,721424.0,3725070.0,"houses, residential buildings; Victorian (architectural term); military topics",1975.0,False,False,,False,In Situ,"18"" x 28""","Built before 1897, this Victorian house was designed by German-born John Tollouch and occupied by hardware merchant George E. Hardwicke (1855-1923) until 1899. The property was purchased in 1902 by Dupont Lyon (1876-1946), then an officer in the U. S. Army. He became a dairy farmer and lumberman after settling here, and served as mayor of Sherman (1913-15). Lyon joined the army again in World War I and attained the rank of Major before retiring in 1932. In the 1930s, Lyon made minor repairs and additions to the house. It was purchased and restored in 1974 by Robert J. Tate. ",False,False,True,33.64245535733907,-96.61250908226843
7435,5167007435,Eaton Memorial Chapel,Eaton Memorial Chapel,2216 Ball St.                                                                                                                                                                                           ,Galveston,Galveston,84,15,325972.0,3242876.0,philanthropy; churches; Georgian Revial (Architectural style); Roman Catholic denomination,1970.0,True,False,,False,In Situ,"16"" x 12""","Designed by noted architect Nicholas Clayton. Gothic revival style. Dedicated as memorial in 1882 to the Rev. Benjamin Eaton, founding rector, 1841-71. Half of funds provided by the Ladies' Parochial Society; half by financier Henry Rosenberg. After city-wide fire 1885, chapel was used by St. Paul's German Presbyterian Church. Center of parish life 1900-01 and 1925-27 during church repair. Renovated in 1946 and 1966. Recorded Texas Historic Landmark - 1970",False,False,True,29.30288905310561,-94.79183220367798
7468,5167007468,Galveston Garten Verein,Galveston Garten Verein,2702 Avenue O,Galveston,Galveston,84,15,325630.0,3241760.0,design and construction; German immigrants/immigration; organizations; parks and recreation,1971.0,True,False,"Kempner Park, N side of Avenue O between 27th and 28th streets",False,In Situ,RTHL medallion and plate,"In design of a Teutonic club; all stockholders were of German descent. Center for city's social life, 1876-1923, complex had an octagonal dance pavilion, tennis courts, bowling and tenpin alleys, bandstand, fountains. The complex was site of Galveston's first underground electrical conduits. When corporation was dissolved, Stanley E. (Pat) Kempner bought the property and gave it to the city of Galveston for park use. Recorded Texas Historic Landmark - 1971",False,False,True,29.292774198746347,-94.79517592043594
7484,5167007484,Former Site of Heidenheimer's Castle,"Heidenheimer's Castle, Former Site of",1602 Sealy                                                                                                                                                                                              ,Galveston,Galveston,84,15,326627.0,3242918.0,"houses, residential buildings; German immigrants/immigration",1978.0,False,False,,False,In Situ,"18"" x 28""","In 1857 John S. Sydnor (1812-1869), former Galveston mayor, built the original two-story, eight-room structure at this site. Samson Heidenheimer (1834-1891) bought it in 1884. The German-born Heidenheimer began with a $100 loan and built a fortune as a Confederate blockade runner. He was associated with Sydnor and his son Seabrook in an auction business. Heidenheimer enlarged the house to four stories and 37 room and added castle-like tower and turrets. It changed owners many times after his death; burned in 1973, and was razed in 1975. ",False,False,True,29.30335824258152,-94.7850974855492
7486,5167007486,The Heidenheimer Bros. - Marine Building,"Heidenheimer Bros., Marine Building",305 21st St.,Galveston,Galveston,84,15,325978.0,3243289.0,"boats, ships, ferries, barges, and other marine vessels; markets, merchantiles",1986.0,True,False,southwest corner 21st (Moody Ave) and Mechanic streets. Marker reported missing May 2019.,False,Missing,"27"" x 42""","Built in 1876 by German immigrant Samson Heidenheimer (d. 1891), this building has housed a number of wholesale and retail businesses. According to local tradition, Heidenheimer began business in Galveston prior to the Civil War as a street vendor, and during the war built up a lucrative business by dealing in cotton and blockade running. With his brothers, he opened a wholesale grocery business which operated under various names at this location until 1904. Suderman & Dolson Stevedores, a division of the Morgan Steamship Line, moved here in 1904, and during their occupancy the building was known as the Marine Building. The structure was sold to a New Orleans businessman, who lost it to a Houston bank in 1933. A member of the Heidenheimer family bought the property in 1941, and it changed hands several times in the succeeding years. An important commercial and historic landmark, the building underwent restoration in 1984-85. The two-story structure is of Victorian-era styling, with Italianate hood molds on the second level and ogee arches on the first story. Features include corbelled detail and exaggerated style elements incorporated into the stuccoed masonry. Recorded Texas Historic Landmark - 1986",False,False,True,29.306615607585535,-94.79183553673904
7515,5167007515,Leon & H. Blum Co. Building,Leon & H. Blum Co. Building,2300 Ship's Mechanic Row,Galveston,Galveston,84,15,325695.0,3243233.0,"markets, merchantiles",1986.0,False,False,24th and Mechanic St.; Tremont House Hotel,False,In Situ,"27"" x 42""","A young Alsatian immigrant, Leon Blum (1836-1906), joined his brother Alexander in a business partnership in Richmond, Texas, about 1852. The company, A.Blum & Bro., moved to Galveston in 1859. The new firm of Leon & H. Blum was founded late in 1868, composed of brothers, Leon, Alexander, and Sylvain, and cousins Hyman and Joseph. The firm was Galveston's leading importer and wholesale dealer in dry goods for more than twenty years. Leon & H. Blum served the southwestern United States, Indian Territory, and Mexico, and had offices in New York, Boston, and Paris, France. Headquarters were established in this building in 1880. Designed for the company by Eugene Heiner (1852-1901), the Blum building was enlarged in 1882 with the input of noted Galveston architect Nicholas Clayton (1840-1916). The nationwide Depression of the 1890s severely affected the business of Leon & H. Blum, and in 1896 the firm was dissolved. Since that time, the building has housed numerous establishments. The Mistrot & Bros. Company operated a large retail store here until 1917. Vacant for several years, the building later housed offices of the ""Galveston Tribune."" Texas Sesquicentennial 1836 - 1986",False,False,True,29.30607130020523,-94.79473945117279
7567,5051007567,Cooks Point United Methodist Church,Cooks Point United Methodist Church,                                                                                                                                                                                                        ,Cooks Point,Burleson,26,14,726542.0,3385378.0,churches; Methodist (Methodist Episcopal and United Methodist) denomination; German immigrants/immigration,1984.0,False,False,"from Caldwell, take SH 21 E about 5 mi to Church on S. side of road",False,In Situ,"18"" x 28""","This congregation began in 1881 to serve the German speaking population in the area. Organized largely through the efforts of Anna Duewall, who had come to Burleson County with her family in 1880, the fellowship originally was known as the German Methodist Church, Caldwell. The Rev. Jacob Ott served as first pastor. Worship services were held in the members' homes until a sanctuary was built in 1883. The congregation adopted the name Cooks Point in the 1940s and continues to play an important role in the surrounding rural area. (1984)",False,False,True,30.57949750225739,-96.63761844961762
